Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Jordan Pickford-Everton;Jake O'Brien-Everton;James Tarkowski-Everton;Jarrad Branthwaite-Everton;Vitali Mykolenko-Everton;James Garner-Everton;Idrissa Gana Gueye-Everton;Jack Harrison-Everton;Abdoulaye Doucouré-Everton;Iliman Ndiaye-Everton;Armando Broja-Everton;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Nathan Patterson-Everton;Tim Iroegbunam-Everton;Beto Betuncal-Everton;Carlos Jonás Alcaraz-Everton;Jesper Lindstrøm-Everton;Ashley Young-Everton;Orel Mangala-Everton;Dominic Calvert-Lewin-Everton;João Virgínia-Everton;Michael Keane-Everton;Harrison Armstrong-Everton;Séamus Coleman-Everton;Dwight McNeil-Everton;Roman Dixon-Everton;Amadou Onana-Everton;Ben Godfrey-Everton;Youssef Chermiti-Everton;André Gomes-Everton;Arnaut Danjuma-Everton;Lewis Dobbin-Everton;Alex Iwobi-Everton;Neal Maupay-Everton;Yerry Mina-Everton;Conor Coady-Everton;Demarai Gray-Everton;Mason Holgate-Everton;Ellis Simms-Everton;Tom Davies-Everton;Anthony Gordon-Everton;Asmir Begović-Everton;Rúben Vinagre-Everton;Isaac Price-Everton
2025-02-08;Everton;15;3;3;64;59;Bournemouth;1;4;11;18;1;8;0.58;0.42;442;0.76;8;13;1;4;0;0;6;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;6;0.02333333333333333;0.125;336;0.023809523809523808;579.3103448275863;0.5454545454545454;10.344827586206897;-7;0.15999999999999998;0;-3;-5;0.024886877828054297;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-01;Everton;3;3;3;64;63;Leicester City;0;0;13;9;7;1;0.47;0.53;443;0.81;7;13;0;0;0;0;5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;6;0.05888888888888889;0.0;359;0.019498607242339833;763.8297872340426;0.38461538461538464;10.638297872340425;4;-0.06000000000000005;-1;0;-6;0.029345372460496615;0.3076923076923077;0.1175;1.25;3;1;4;1;0;0;0;1;0.3076923076923077;0.5714285714285714;0.009029345372460496;3.25;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-25;Everton;3;3;3;64;54;Brighton;4;4;3;16;1;1;0.31;0.69;298;0.75;11;8;4;4;0;0;1;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;9;0.043125;0.36363636363636365;224;0.049107142857142856;722.5806451612904;0.3333333333333333;3.2258064516129035;-13;-0.37999999999999995;-8;0;3;0.010067114093959731;0.3333333333333333;0.31;1.0;1;0;1;1;0;0;1;0;0.3333333333333333;1.0;0.003355704697986577;3.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-19;Everton;3;3;17;64;56;Tottenham;2;1;12;11;6;6;0.35;0.65;326;0.82;14;14;2;1;0;0;3;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;8;0.05909090909090909;0.14285714285714285;267;0.052434456928838954;762.8571428571429;0.25;8.571428571428571;1;-0.30000000000000004;-5;1;0;0.03680981595092025;0.25;0.11666666666666665;1.0;3;0;3;1;0;0;0;1;0.25;0.5;0.009202453987730062;4.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-15;Everton;3;3;3;64;1;Aston Villa;2;1;10;11;3;3;0.49;0.51;417;0.8;17;10;2;1;0;0;8;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;5;0.046363636363636364;0.11764705882352941;334;0.05089820359281437;681.6326530612245;0.8;16.3265306122449;-1;-0.020000000000000018;3;1;7;0.023980815347721823;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-09;Everton;15;6;23;64;255;Peterborough United;1;0;13;5;5;1;0.54;0.46;561;0.88;9;8;1;0;0;0;6;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;3;0.092;0.1111111111111111;494;0.018218623481781375;914.8148148148148;0.46153846153846156;11.11111111111111;8;0.08000000000000002;3;1;1;0.023172905525846704;0.15384615384615385;0.27;3.0;1;1;2;1;0;0;0;1;0.15384615384615385;0.4;0.0035650623885918;6.5;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-04;Everton;3;3;3;64;59;Bournemouth;2;2;9;19;0;8;0.41;0.59;323;0.67;14;15;2;2;0;0;3;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;9;0.031052631578947366;0.14285714285714285;216;0.06481481481481481;526.829268292683;0.3333333333333333;7.317073170731708;-10;-0.18;-6;0;-1;0.02786377708978328;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-29;Everton;3;0;3;64;55;Nottingham Forest;4;1;13;11;2;7;0.64;0.36;484;0.8;13;10;4;1;0;0;5;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;4;0.03272727272727272;0.3076923076923077;387;0.03359173126614987;604.6875;0.38461538461538464;7.8125;2;0.28;1;3;3;0.026859504132231406;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-26;Everton;3;0;7;64;3;Manchester City;4;1;8;24;3;5;0.33;0.67;318;0.81;10;5;4;1;0;0;5;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;8;0.02791666666666667;0.4;258;0.03875968992248062;781.8181818181818;0.625;15.15151515151515;-16;-0.34;-3;3;5;0.025157232704402517;0.125;0.33;5.0;1;0;1;0;1;0;1;0;0.125;0.3333333333333333;0.0031446540880503146;8.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-22;Everton;3;0;3;64;53;Chelsea;4;1;5;12;4;5;0.25;0.75;209;0.72;20;12;4;1;0;0;2;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;5;0.0625;0.2;150;0.13333333333333333;600.0;0.4;8.0;-7;-0.5;-3;3;8;0.023923444976076555;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-14;Everton;3;0;0;64;9;Arsenal;3;0;2;13;0;5;0.23;0.77;209;0.71;9;6;3;0;0;0;2;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;8;0.05923076923076923;0.3333333333333333;148;0.060810810810810814;643.4782608695651;1.0;8.695652173913043;-11;-0.54;-6;3;3;0.009569377990430622;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Everton;3;3;17;64;67;Wolves;2;0;13;6;4;2;0.43;0.57;366;0.79;10;8;2;0;0;0;3;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;4;0.09499999999999999;0.2;289;0.03460207612456748;672.0930232558139;0.23076923076923078;6.976744186046512;7;-0.13999999999999996;-1;2;2;0.03551912568306011;0.3076923076923077;0.1075;0.75;2;2;4;1;0;0;0;1;0.3076923076923077;1.0;0.01092896174863388;3.25;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Everton;3;3;17;64;62;Manchester United;3;2;8;11;2;5;0.4;0.6;412;0.86;12;12;3;2;0;0;2;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;2;0.05454545454545454;0.25;354;0.03389830508474576;885.0;0.25;5.0;-3;-0.19999999999999996;0;1;0;0.019417475728155338;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Everton;3;3;0;64;57;Brentford;0;1;27;9;5;2;0.6;0.4;465;0.87;8;10;0;0;0;1;10;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;4;0.044444444444444446;0.0;405;0.019753086419753086;675.0;0.37037037037037035;16.666666666666668;18;0.19999999999999996;6;-1;-2;0.05806451612903226;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Everton;3;3;7;64;61;West Ham;2;1;18;11;4;6;0.51;0.49;450;0.75;9;10;2;1;0;0;6;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;7;0.04454545454545455;0.2222222222222222;338;0.026627218934911243;662.7450980392157;0.3333333333333333;11.76470588235294;7;0.020000000000000018;-1;1;-1;0.04;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Everton;3;3;9;64;68;Southampton;2;4;16;9;5;2;0.34;0.66;305;0.8;18;14;2;4;0;0;6;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;3;0.07333333333333333;0.1111111111111111;244;0.07377049180327869;717.6470588235294;0.375;17.64705882352941;7;-0.32;3;-2;4;0.05245901639344262;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Everton;3;3;3;64;58;Fulham;1;0;10;14;5;3;0.39;0.61;383;0.79;8;8;1;0;0;0;4;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;2;0.04357142857142857;0.125;303;0.026402640264026403;776.9230769230769;0.4;10.256410256410255;-4;-0.21999999999999997;2;1;0;0.02610966057441253;0.1;0.39;4.0;0;1;1;0;1;0;0;1;0.1;0.2;0.0026109660574412533;10.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Everton;3;3;3;64;66;Ipswich;1;1;11;13;8;2;0.44;0.56;403;0.79;10;12;1;1;0;0;7;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;5;0.04307692307692308;0.1;318;0.031446540880503145;722.7272727272727;0.6363636363636364;15.909090909090908;-2;-0.12000000000000005;2;0;-2;0.02729528535980149;0.18181818181818182;0.22;3.5;2;0;2;1;0;0;1;0;0.18181818181818182;0.25;0.004962779156327543;5.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Everton;3;3;0;64;60;Newcastle;1;2;8;14;2;3;0.32;0.68;310;0.73;12;8;1;2;0;0;0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;10;0.04857142857142858;0.08333333333333333;226;0.05309734513274336;706.25;0.0;0.0;-6;-0.36000000000000004;-10;-1;4;0.025806451612903226;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Everton;3;3;6;64;65;Crystal Palace;2;0;8;17;2;5;0.4;0.6;347;0.74;13;11;2;0;0;0;5;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;8;0.03529411764705882;0.15384615384615385;257;0.05058365758754864;642.5;0.625;12.5;-9;-0.19999999999999996;-3;2;2;0.023054755043227664;0.25;0.2;2.5;0;2;2;1;0;0;0;1;0.25;1.0;0.005763688760806916;4.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Everton;3;3;3;64;63;Leicester City;2;1;17;12;5;2;0.41;0.59;335;0.8;12;11;2;1;0;0;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;6;0.049166666666666664;0.16666666666666666;268;0.04477611940298507;653.6585365853659;0.058823529411764705;2.4390243902439024;5;-0.18;-5;1;1;0.050746268656716415;0.058823529411764705;0.41;1.0;1;0;1;0;1;0;1;0;0.058823529411764705;0.2;0.0029850746268656717;17.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-17;Everton;14;3;3;64;68;Southampton;3;1;14;11;4;4;0.26;0.74;263;0.79;12;7;3;1;0;0;9;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;4;0.06727272727272728;0.25;208;0.057692307692307696;800.0;0.6428571428571429;34.61538461538461;3;-0.48;5;2;5;0.053231939163498096;0.07142857142857142;0.26;9.0;1;0;1;0;1;0;0;1;0.07142857142857142;0.25;0.0038022813688212928;14.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
