Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Jordan Pickford-Everton;Jake O'Brien-Everton;James Tarkowski-Everton;Jarrad Branthwaite-Everton;Vitali Mykolenko-Everton;James Garner-Everton;Idrissa Gana Gueye-Everton;Jack Harrison-Everton;Abdoulaye Doucouré-Everton;Iliman Ndiaye-Everton;Armando Broja-Everton;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Nathan Patterson-Everton;Tim Iroegbunam-Everton;Beto Betuncal-Everton;Carlos Jonás Alcaraz-Everton;Jesper Lindstrøm-Everton;Ashley Young-Everton;Orel Mangala-Everton;Dominic Calvert-Lewin-Everton;João Virgínia-Everton;Michael Keane-Everton;Harrison Armstrong-Everton;Séamus Coleman-Everton;Dwight McNeil-Everton;Roman Dixon-Everton;Amadou Onana-Everton;Ben Godfrey-Everton;Youssef Chermiti-Everton;André Gomes-Everton;Arnaut Danjuma-Everton;Lewis Dobbin-Everton;Alex Iwobi-Everton;Neal Maupay-Everton;Yerry Mina-Everton;Conor Coady-Everton;Demarai Gray-Everton;Mason Holgate-Everton;Ellis Simms-Everton;Tom Davies-Everton;Anthony Gordon-Everton;Asmir Begović-Everton;Rúben Vinagre-Everton;Isaac Price-Everton
2025-02-22;Everton;3;3;17;64;62;Manchester United;4;1;9;9;8;3;0.37;0.63;313;0.73;12;9;4;1;0;0;7;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;8;0.07;0.3333333333333333;228;0.0526315789473684;616.2162162162163;0.7777777777777778;18.91891891891892;0;-0.26;-1;3;3;0.0287539936102236;0.2222222222222222;0.185;3.5;2;0;2;0;1;0;0;1;0.2222222222222222;0.25;0.0063897763578274;4.5;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-15;Everton;3;3;17;64;65;Crystal Palace;1;0;11;17;6;6;0.41;0.59;368;0.71;12;9;1;0;0;0;2;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;6;0.0347058823529411;0.0833333333333333;261;0.0459770114942528;636.5853658536586;0.1818181818181818;4.878048780487805;-6;-0.18;-4;1;3;0.029891304347826;0.1818181818181818;0.205;1.0;1;1;2;1;0;0;1;0;0.1818181818181818;0.3333333333333333;0.0054347826086956;5.5;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-12;Everton;3;3;3;64;2;Liverpool;3;3;10;6;3;4;0.36;0.64;307;0.7;9;20;2;2;1;1;2;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;3;0.1066666666666666;0.3333333333333333;215;0.041860465116279;597.2222222222223;0.2;5.555555555555555;4;-0.28;-1;0;-11;0.0325732899022801;0.2;0.18;1.0;1;1;2;0;1;0;0;1;0.2;0.6666666666666666;0.006514657980456;5.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-08;Everton;15;3;3;64;59;Bournemouth;1;4;11;18;1;8;0.58;0.42;442;0.76;8;13;1;4;0;0;6;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;6;0.0233333333333333;0.125;336;0.0238095238095238;579.3103448275863;0.5454545454545454;10.344827586206897;-7;0.1599999999999999;0;-3;-5;0.0248868778280542;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-01;Everton;3;3;3;64;63;Leicester City;0;0;13;9;7;1;0.47;0.53;443;0.81;7;13;0;0;0;0;5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;6;0.0588888888888888;0.0;359;0.0194986072423398;763.8297872340426;0.3846153846153846;10.638297872340424;4;-0.06;-1;0;-6;0.0293453724604966;0.3076923076923077;0.1175;1.25;3;1;4;1;0;0;0;1;0.3076923076923077;0.5714285714285714;0.0090293453724604;3.25;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-25;Everton;3;3;3;64;54;Brighton;4;4;3;16;1;1;0.31;0.69;298;0.75;11;8;4;4;0;0;1;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;9;0.043125;0.3636363636363636;224;0.0491071428571428;722.5806451612904;0.3333333333333333;3.2258064516129035;-13;-0.3799999999999999;-8;0;3;0.0100671140939597;0.3333333333333333;0.31;1.0;1;0;1;1;0;0;1;0;0.3333333333333333;1.0;0.0033557046979865;3.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-19;Everton;3;3;17;64;56;Tottenham;2;1;12;11;6;6;0.35;0.65;326;0.82;14;14;2;1;0;0;3;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;8;0.059090909090909;0.1428571428571428;267;0.0524344569288389;762.8571428571429;0.25;8.571428571428571;1;-0.3;-5;1;0;0.0368098159509202;0.25;0.1166666666666666;1.0;3;0;3;1;0;0;0;1;0.25;0.5;0.00920245398773;4.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-15;Everton;3;3;3;64;1;Aston Villa;2;1;10;11;3;3;0.49;0.51;417;0.8;17;10;2;1;0;0;8;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;5;0.0463636363636363;0.1176470588235294;334;0.0508982035928143;681.6326530612245;0.8;16.3265306122449;-1;-0.02;3;1;7;0.0239808153477218;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-09;Everton;15;6;23;64;255;Peterborough United;1;0;13;5;5;1;0.54;0.46;561;0.88;9;8;1;0;0;0;6;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;3;0.092;0.1111111111111111;494;0.0182186234817813;914.8148148148148;0.4615384615384615;11.11111111111111;8;0.08;3;1;1;0.0231729055258467;0.1538461538461538;0.27;3.0;1;1;2;1;0;0;0;1;0.1538461538461538;0.4;0.0035650623885918;6.5;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-04;Everton;3;3;3;64;59;Bournemouth;2;2;9;19;0;8;0.41;0.59;323;0.67;14;15;2;2;0;0;3;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;9;0.0310526315789473;0.1428571428571428;216;0.0648148148148148;526.829268292683;0.3333333333333333;7.317073170731708;-10;-0.18;-6;0;-1;0.0278637770897832;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-29;Everton;3;0;3;64;55;Nottingham Forest;4;1;13;11;2;7;0.64;0.36;484;0.8;13;10;4;1;0;0;5;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;4;0.0327272727272727;0.3076923076923077;387;0.0335917312661498;604.6875;0.3846153846153846;7.8125;2;0.28;1;3;3;0.0268595041322314;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-26;Everton;3;0;7;64;3;Manchester City;4;1;8;24;3;5;0.33;0.67;318;0.81;10;5;4;1;0;0;5;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;8;0.0279166666666666;0.4;258;0.0387596899224806;781.8181818181818;0.625;15.15151515151515;-16;-0.34;-3;3;5;0.0251572327044025;0.125;0.33;5.0;1;0;1;0;1;0;1;0;0.125;0.3333333333333333;0.0031446540880503;8.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-22;Everton;3;0;3;64;53;Chelsea;4;1;5;12;4;5;0.25;0.75;209;0.72;20;12;4;1;0;0;2;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;5;0.0625;0.2;150;0.1333333333333333;600.0;0.4;8.0;-7;-0.5;-3;3;8;0.0239234449760765;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-14;Everton;3;0;0;64;9;Arsenal;3;0;2;13;0;5;0.23;0.77;209;0.71;9;6;3;0;0;0;2;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;8;0.0592307692307692;0.3333333333333333;148;0.0608108108108108;643.4782608695651;1.0;8.695652173913043;-11;-0.54;-6;3;3;0.0095693779904306;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Everton;3;3;17;64;67;Wolves;2;0;13;6;4;2;0.43;0.57;366;0.79;10;8;2;0;0;0;3;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;4;0.0949999999999999;0.2;289;0.0346020761245674;672.0930232558139;0.2307692307692307;6.976744186046512;7;-0.1399999999999999;-1;2;2;0.0355191256830601;0.3076923076923077;0.1075;0.75;2;2;4;1;0;0;0;1;0.3076923076923077;1.0;0.0109289617486338;3.25;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Everton;3;3;17;64;62;Manchester United;3;2;8;11;2;5;0.4;0.6;412;0.86;12;12;3;2;0;0;2;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;2;0.0545454545454545;0.25;354;0.0338983050847457;885.0;0.25;5.0;-3;-0.1999999999999999;0;1;0;0.0194174757281553;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Everton;3;3;0;64;57;Brentford;0;1;27;9;5;2;0.6;0.4;465;0.87;8;10;0;0;0;1;10;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;4;0.0444444444444444;0.0;405;0.019753086419753;675.0;0.3703703703703703;16.666666666666668;18;0.1999999999999999;6;-1;-2;0.0580645161290322;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Everton;3;3;7;64;61;West Ham;2;1;18;11;4;6;0.51;0.49;450;0.75;9;10;2;1;0;0;6;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;7;0.0445454545454545;0.2222222222222222;338;0.0266272189349112;662.7450980392157;0.3333333333333333;11.76470588235294;7;0.02;-1;1;-1;0.04;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Everton;3;3;9;64;68;Southampton;2;4;16;9;5;2;0.34;0.66;305;0.8;18;14;2;4;0;0;6;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;3;0.0733333333333333;0.1111111111111111;244;0.0737704918032786;717.6470588235294;0.375;17.64705882352941;7;-0.32;3;-2;4;0.0524590163934426;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Everton;3;3;3;64;58;Fulham;1;0;10;14;5;3;0.39;0.61;383;0.79;8;8;1;0;0;0;4;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;2;0.0435714285714285;0.125;303;0.0264026402640264;776.9230769230769;0.4;10.256410256410255;-4;-0.2199999999999999;2;1;0;0.0261096605744125;0.1;0.39;4.0;0;1;1;0;1;0;0;1;0.1;0.2;0.0026109660574412;10.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Everton;3;3;3;64;66;Ipswich;1;1;11;13;8;2;0.44;0.56;403;0.79;10;12;1;1;0;0;7;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;5;0.043076923076923;0.1;318;0.0314465408805031;722.7272727272727;0.6363636363636364;15.909090909090908;-2;-0.12;2;0;-2;0.0272952853598014;0.1818181818181818;0.22;3.5;2;0;2;1;0;0;1;0;0.1818181818181818;0.25;0.0049627791563275;5.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Everton;3;3;0;64;60;Newcastle;1;2;8;14;2;3;0.32;0.68;310;0.73;12;8;1;2;0;0;0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;10;0.0485714285714285;0.0833333333333333;226;0.0530973451327433;706.25;0.0;0.0;-6;-0.36;-10;-1;4;0.0258064516129032;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
