Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Mark Flekken-Brentford;Michael Kayode-Brentford;Nathan Collins-Brentford;Sepp van den Berg-Brentford;Keane Lewis-Potter-Brentford;Christian Nørgaard-Brentford;Yehor Yarmolyuk-Brentford;Bryan Mbeumo-Brentford;Mikkel Damsgaard-Brentford;Kevin Schade-Brentford;Yoane Wissa-Brentford;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Kristoffer Ajer-Brentford;Vitaly Janelt-Brentford;Ethan Pinnock-Brentford;Hákon Rafn Valdimarsson-Brentford;Mads Roerslev-Brentford;Mathias Jensen-Brentford;Kim Ji-soo-Brentford;Rico Henry-Brentford;Paris Maghoma-Brentford;Fábio Carvalho-Brentford;Ben Mee-Brentford;Igor Thiago-Brentford;Jayden Meghoma-Brentford;Ryan Trevitt-Brentford;Frank Onyeka-Brentford;Myles Peart-Harris-Brentford;Mathias Jørgensen-Brentford;Sergio Reguilón-Brentford;Ivan Toney-Brentford;Neal Maupay-Brentford;Thomas Strakosha-Brentford;Josh Dasilva-Brentford;Saman Ghoddos-Brentford;Shandon Baptiste-Brentford;Aaron Hickey-Brentford;David Raya-Brentford;Pontus Jansson-Brentford;Mads Bech Sørensen-Brentford
2025-02-21;Brentford;3;3;3;57;63;Leicester City;0;4;14;8;6;3;0.53;0.47;425;0.84;10;10;0;4;0;0;6;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;5;0.05875;0.0;357;0.0280112044817927;673.5849056603773;0.4285714285714285;11.320754716981131;6;0.06;1;-4;0;0.0329411764705882;0.2857142857142857;0.1325;1.5;3;1;4;1;0;0;1;0;0.2857142857142857;0.6666666666666666;0.0094117647058823;3.5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-15;Brentford;3;3;3;57;61;West Ham;1;1;14;13;5;3;0.41;0.59;362;0.77;13;10;1;1;0;0;2;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;9;0.0453846153846153;0.0769230769230769;279;0.046594982078853;680.4878048780488;0.1428571428571428;4.878048780487805;1;-0.18;-7;0;3;0.0386740331491712;0.0714285714285714;0.41;2.0;1;0;1;1;0;0;1;0;0.0714285714285714;0.2;0.0027624309392265;14.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-02;Brentford;3;3;3;57;56;Tottenham;0;1;20;13;4;2;0.54;0.46;475;0.81;4;11;0;1;0;0;10;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;3;0.0353846153846153;0.0;385;0.0103896103896103;712.9629629629629;0.5;18.51851851851852;7;0.08;7;-1;-7;0.0421052631578947;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-26;Brentford;3;3;17;57;65;Crystal Palace;2;2;12;16;6;5;0.53;0.47;352;0.71;11;8;2;2;0;0;7;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;4;0.029375;0.1818181818181818;250;0.044;471.6981132075471;0.5833333333333334;13.20754716981132;-4;0.06;3;0;3;0.034090909090909;0.1666666666666666;0.265;3.5;0;2;2;1;0;0;1;0;0.1666666666666666;0.3333333333333333;0.0056818181818181;6.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-18;Brentford;3;3;3;57;2;Liverpool;2;3;11;37;6;8;0.38;0.62;319;0.78;6;14;2;3;0;0;2;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;15;0.0167567567567567;0.3333333333333333;249;0.0240963855421686;655.2631578947369;0.1818181818181818;5.2631578947368425;-26;-0.24;-13;-1;-8;0.0344827586206896;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-14;Brentford;3;0;3;57;3;Manchester City;0;0;18;21;6;8;0.44;0.56;415;0.8;4;4;0;0;0;0;4;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;5;0.0266666666666666;0.0;332;0.0120481927710843;754.5454545454545;0.2222222222222222;9.090909090909092;-3;-0.12;-1;0;0;0.0433734939759036;0.1111111111111111;0.22;2.0;0;2;2;0;1;0;0;1;0.1111111111111111;0.3333333333333333;0.0048192771084337;9.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-11;Brentford;15;1;6;57;836;Plymouth Argyle;0;0;9;5;2;2;0.72;0.28;584;0.88;13;9;0;0;0;0;13;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;3;0.056;0.0;514;0.0252918287937743;713.8888888888889;1.4444444444444444;18.05555555555556;4;0.4399999999999999;10;0;4;0.0154109589041095;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-21;Brentford;3;0;17;57;55;Nottingham Forest;3;4;7;10;3;6;0.65;0.35;532;0.84;10;14;3;4;0;0;9;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;5;0.0349999999999999;0.3;447;0.0223713646532438;687.6923076923076;1.2857142857142858;13.846153846153843;-3;0.3;4;-1;-4;0.0131578947368421;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-18;Brentford;14;17;0;57;60;Newcastle;2;3;10;23;3;5;0.45;0.55;350;0.8;9;11;2;3;0;0;5;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;8;0.0239130434782608;0.2222222222222222;280;0.0321428571428571;622.2222222222222;0.5;11.11111111111111;-13;-0.1;-3;-1;-2;0.0285714285714285;0.1;0.45;5.0;0;1;1;0;0;1;1;0;0.1;0.3333333333333333;0.0028571428571428;10.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-15;Brentford;3;2;3;57;53;Chelsea;2;1;9;26;4;8;0.38;0.62;327;0.76;7;11;2;0;0;1;5;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;8;0.0238461538461538;0.2857142857142857;249;0.0281124497991967;655.2631578947369;0.5555555555555556;13.157894736842104;-17;-0.24;-3;1;-4;0.0275229357798165;0.1111111111111111;0.38;5.0;0;1;1;0;0;1;1;0;0.1111111111111111;0.25;0.0030581039755351;9.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-07;Brentford;3;17;0;57;60;Newcastle;3;0;11;16;8;3;0.43;0.57;395;0.8;10;7;3;0;0;0;3;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;4;0.035625;0.3;316;0.0316455696202531;734.8837209302326;0.2727272727272727;6.976744186046512;-5;-0.1399999999999999;-1;3;3;0.0278481012658227;0.3636363636363636;0.1075;0.75;2;2;4;1;0;0;0;1;0.3636363636363636;0.5;0.010126582278481;2.75;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Brentford;3;0;3;57;1;Aston Villa;2;2;9;20;1;10;0.51;0.49;402;0.85;15;11;2;2;0;0;5;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;10;0.0245;0.1333333333333333;342;0.043859649122807;670.5882352941177;0.5555555555555556;9.803921568627452;-11;0.02;-5;0;4;0.0223880597014925;0.1111111111111111;0.51;5.0;0;1;1;0;0;1;1;0;0.1111111111111111;1.0;0.0024875621890547;9.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-30;Brentford;3;3;17;57;63;Leicester City;1;1;13;7;6;3;0.6;0.4;576;0.84;9;10;1;1;0;0;5;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;4;0.0571428571428571;0.1111111111111111;484;0.018595041322314;806.6666666666667;0.3846153846153846;8.333333333333334;6;0.1999999999999999;1;0;-1;0.0225694444444444;0.3076923076923077;0.15;1.25;3;1;4;1;0;0;0;1;0.3076923076923077;0.6666666666666666;0.0069444444444444;3.25;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Brentford;3;0;3;57;64;Everton;1;0;9;27;2;5;0.4;0.6;342;0.79;10;8;0;0;1;0;4;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;10;0.0222222222222222;0.1;270;0.037037037037037;675.0;0.4444444444444444;10.0;-18;-0.1999999999999999;-6;1;2;0.0263157894736842;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Brentford;3;0;3;57;59;Bournemouth;2;4;12;15;6;3;0.52;0.48;413;0.75;8;16;2;4;0;0;6;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;4;0.032;0.25;310;0.0258064516129032;596.1538461538462;0.5;11.538461538461538;-3;0.04;2;-2;-8;0.0290556900726392;0.25;0.1733333333333333;2.0;1;2;3;1;0;0;0;1;0.25;0.5;0.0072639225181598;4.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-04;Brentford;3;3;3;57;58;Fulham;1;2;5;26;2;12;0.32;0.68;321;0.7;10;3;1;2;0;0;3;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;11;0.0261538461538461;0.1;225;0.0444444444444444;703.125;0.6;9.375;-21;-0.36;-8;-1;7;0.0155763239875389;0.2;0.32;3.0;1;0;1;0;0;1;1;0;0.2;0.5;0.0031152647975077;5.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-29;Brentford;14;3;17;57;829;Sheffield Wednesday;0;1;12;9;5;5;0.71;0.29;591;0.87;9;9;0;1;0;0;5;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;2;0.0322222222222222;0.0;514;0.0175097276264591;723.943661971831;0.4166666666666667;7.042253521126761;3;0.42;3;-1;0;0.0203045685279187;0.0833333333333333;0.71;5.0;1;0;1;0;1;0;0;1;0.0833333333333333;0.2;0.0016920473773265;12.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Brentford;3;3;3;57;66;Ipswich;0;2;20;11;9;5;0.65;0.35;555;0.84;7;10;0;1;0;1;4;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;5;0.0318181818181818;0.0;466;0.0150214592274678;716.9230769230769;0.2;6.153846153846153;9;0.3;-1;-2;-3;0.036036036036036;0.2;0.1625;1.0;2;2;4;1;0;0;0;1;0.2;0.4444444444444444;0.0072072072072072;5.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Brentford;3;3;3;57;62;Manchester United;2;2;8;23;2;11;0.49;0.51;484;0.85;5;4;2;2;0;0;2;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;9;0.0221739130434782;0.4;411;0.0121654501216545;838.7755102040817;0.25;4.081632653061225;-15;-0.02;-7;0;1;0.0165289256198347;0.125;0.49;2.0;1;0;1;0;0;1;1;0;0.125;0.5;0.0020661157024793;8.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Brentford;3;3;7;57;67;Wolves;2;3;19;17;12;6;0.44;0.56;365;0.77;9;10;2;3;0;0;10;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;3;0.0329411764705882;0.2222222222222222;281;0.0320284697508896;638.6363636363636;0.5263157894736842;22.727272727272727;2;-0.12;7;-1;-1;0.0520547945205479;0.2631578947368421;0.088;2.0;4;1;5;1;0;0;0;1;0.2631578947368421;0.4166666666666667;0.0136986301369863;3.8;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Brentford;3;1;7;57;61;West Ham;2;3;8;19;3;3;0.58;0.42;528;0.8;2;11;2;3;0;0;7;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;6;0.0221052631578947;1.0;422;0.0047393364928909;727.5862068965517;0.875;12.06896551724138;-11;0.1599999999999999;1;-1;-9;0.0151515151515151;0.125;0.58;7.0;1;0;1;0;1;0;0;1;0.125;0.3333333333333333;0.0018939393939393;8.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Brentford;3;4;0;57;56;Tottenham;1;3;6;23;6;10;0.52;0.48;489;0.8;9;11;1;3;0;0;4;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;9;0.0208695652173913;0.1111111111111111;391;0.0230179028132992;751.9230769230769;0.6666666666666666;7.692307692307692;-17;0.04;-5;-2;-2;0.0122699386503067;0.1666666666666666;0.52;4.0;1;0;1;0;0;1;1;0;0.1666666666666666;0.1666666666666666;0.0020449897750511;6.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-17;Brentford;14;0;7;57;262;Leyton Orient F.C.;1;2;15;12;8;3;0.63;0.37;643;0.88;7;15;1;1;0;1;9;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;5;0.0308333333333333;0.1428571428571428;566;0.0123674911660777;898.4126984126984;0.6;14.285714285714286;3;0.26;4;-1;-8;0.0233281493001555;0.2;0.21;3.0;3;0;3;1;0;0;0;1;0.2;0.375;0.0046656298600311;5.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
